Marca;Expendeduría Euros/Cajetilla;Con Recargo Euros/Cajetilla
Tabacco Way - Doctor Pipe - Royal (50 g) - Lata;9,65;11,1
Tabacco Way - Doctor Pipe - Royal (50 g) - Petaca;6,35;7,3
Tabacco Way - Doctor Pipe - Scottish Mixture (50 g) - Lata;9,85;11,35
Tabacco Way - Doctor Pipe - Scottish Mixture (50 g) - Petaca;6,55;7,55
Tabacco Way - D'Ora - Golden Virginia (150 g);15;17,25
Tabacco Way - D'Ora - Golden Virginia (250 g);24,5;28,2
Tabacco Way - D'Ora - Golden Virginia (50 g);5,1;5,85
Taboo Alien Twist (200 g);15,9;18,3
Taboo Alien Twist (50 g);4,3;4,95
Taboo Alpine Spirit (200 g);15,9;18,3
Taboo Alpine Spirit (50 g);4,3;4,95
Taboo American Pay (200 g);15,9;18,3
Taboo American Pay (25 g);1,95;2,25
Taboo American Pay (50 g);4,3;4,95
Taboo Bahama Mama (200 g);15,9;18,3
Taboo Bahama Mama (50 g);4,3;4,95
Taboo Bikini Sunset (200 g);15,9;18,3
Taboo Bikini Sunset (50 g);4,3;4,95
Taboo Black Banaloco (50g);4,3;4,95
Taboo Black Crunch (50g);4,3;4,95
Taboo Black Limousine (200 g);15,9;18,3
Taboo Black Limousine (50 g);4,3;4,95
Taboo Black Splash (50g);4,3;4,95
Taboo Black Vanla Sky (50g);4,3;4,95
Taboo Black Volcano (50 g);4,3;4,95
Taboo Blizzardina (200 g);15,9;18,3
Taboo Blizzardina (50 g);4,3;4,95
Taboo Blue Bay (200 g);15,9;18,3
Taboo Blue Bay (25 g);1,95;2,25
Taboo Blue Bay (50 g);4,3;4,95
Taboo Brutal Choice (200 g);15,9;18,3
Taboo Brutal Choice (50 g);4,3;4,95
Taboo Car Melo (50 g);4,3;4,95
Taboo Caribbean Cruise (200 g);15,9;18,3
Taboo Caribbean Cruise (50 g);4,3;4,95
Taboo Casanova Dream (200 g);15,9;18,3
Taboo Casanova Dream (50 g);4,3;4,95
Taboo Cinna Mill (200 g);15,9;18,3
Taboo Cinna Mill (50 g);4,3;4,95
Taboo Cool Sunrise (200 g);15,9;18,3
Taboo Cool Sunrise (50 g);4,3;4,95
Taboo Copa Cabana (200 g);15,9;18,3
Taboo Copa Cabana (50 g);4,3;4,95
Taboo Cumulus (200 g);15,9;18,3
Taboo Cumulus (50 g);4,3;4,95
Taboo Dancing Queen (200 g);15,9;18,3
Taboo Dancing Queen (50 g);4,3;4,95
Taboo Dancing Queen (950 g);69,5;79,9
Taboo Darkum (200 g);15,9;18,3
Taboo Darkum (50 g);4,3;4,95
Taboo Five O'Clock (200 g);15,9;18,3
Taboo Five O'Clock (50 g);4,3;4,95
Taboo French Kiss (200 g);15,9;18,3
Taboo French Kiss (25 g);1,95;2,25
Taboo French Kiss (50 g);4,3;4,95
Taboo French Kss (200 g);15,9;18,3
Taboo French Kss (50 g);4,3;4,95
Taboo French Kss (950 g);69,5;79,9
Taboo Game Over (200 g);15,9;18,3
Taboo Game Over (50 g);4,3;4,95
Taboo Golden Eye  (200 g);15,9;18,3
Taboo Golden Eye  (50 g);4,3;4,95
Taboo Hakuna Matata (200 g);15,9;18,3
Taboo Hakuna Matata (50 g);4,3;4,95
Taboo Indian Summer (200 g);15,9;18,3
Taboo Indian Summer (50 g);4,3;4,95
Taboo Irish Dream (200 g);15,9;18,3
Taboo Irish Dream (50 g);4,3;4,95
Taboo Italian Passion (200 g);15,9;18,3
Taboo Italian Passion (50 g);4,3;4,95
Taboo Jungle (200 g);15,9;18,3
Taboo Jungle (50 g);4,3;4,95
Taboo Lucky (50 g);4,3;4,95
Taboo Mambo (200 g);15,9;18,3
Taboo Mambo (50 g);4,3;4,95
Taboo Misguided (200 g);15,9;18,3
Taboo Misguided (50 g);4,3;4,95
Taboo Moonwalk (200 g);15,9;18,3
Taboo Moonwalk (50 g);4,3;4,95
Taboo Mystic China (200 g);15,9;18,3
Taboo Mystic China (50 g);4,3;4,95
Taboo Over The Rainbow (200 g);15,9;18,3
Taboo Over The Rainbow (25 g);1,95;2,25
Taboo Over The Rainbow (50 g);4,3;4,95
Taboo Over The Rainbow (950 g);69,5;79,9
Taboo Pocamel (200 g);15,9;18,3
Taboo Pocamel (50 g);4,3;4,95
Taboo Power of Love (200 g);15,9;18,3
Taboo Power of Love (50 g);4,3;4,95
Taboo Promise (200 g);15,9;18,3
Taboo Promise (50 g);4,3;4,95
Taboo Red Blast (200 g);15,9;18,3
Taboo Red Blast (50 g);4,3;4,95
Taboo Red Fusion (200 g);15,9;18,3
Taboo Red Fussion (50 g);4,3;4,95
Taboo Richman (200 g);15,9;18,3
Taboo Richman (50 g);4,3;4,95
Taboo Rim Shot (200 g);15,9;18,3
Taboo Rim Shot (50 g);4,3;4,95
Taboo Seduction (200 g);15,9;18,3
Taboo Seduction (25 g);1,95;2,25
Taboo Seduction (50 g);4,3;4,95
Taboo Sexy Green (200 g);15,9;18,3
Taboo Sexy Green (25 g);1,95;2,25
Taboo Sexy Green (50 g);4,3;4,95
Taboo Sxy Green (200 g);15,9;18,3
Taboo Sxy Green (25 g);1,95;2,25
Taboo Sxy Green (50 g);4,3;4,95
Taboo Sxy Green (950 g);69,5;79,9
Taboo Talisman (200 g);15,9;18,3
Taboo Talisman (50 g);4,3;4,95
Taboo Tropical Storm (200 g);15,9;18,3
Taboo Tropical Storm (50 g);4,3;4,95
Taboo Tuxedo (200 g);15,9;18,3
Taboo Tuxedo (50 g);4,3;4,95
Taboo Unicorn Dust (200 g);15,9;18,3
Taboo Unicorn Dust (50 g);4,3;4,95
Taboo Waterfall (200 g);15,9;18,3
Taboo Waterfall (25 g);1,95;2,25
Taboo Waterfall (50 g);4,3;4,95
Taboo Waterfall (950 g);69,5;79,9
Tangiers 10 (250 g);35;40,25
Tangiers 111 (250 g);35;40,25
Tangiers 113 (250 g);35;40,25
Tangiers 114 (250 g);35;40,25
Tangiers 118 (250 g);35;40,25
Tangiers 119 (250 g);35;40,25
Tangiers 123 (250 g);35;40,25
Tangiers 132 (250 g);35;40,25
Tangiers 135 (250 g);35;40,25
Tangiers 136 (250 g);35;40,25
Tangiers 138 (250 g);35;40,25
Tangiers 139 (250 g);35;40,25
Tangiers 143 (250 g);35;40,25
Tangiers 16 (250 g);35;40,25
Tangiers 19 (250 g);35;40,25
Tangiers 24 (250 g);35;40,25
Tangiers 27 (250 g);35;40,25
Tangiers 3 (250 g);35;40,25
Tangiers 34 (250 g);35;40,25
Tangiers 35 (250 g);35;40,25
Tangiers 38 (250 g);35;40,25
Tangiers 4 (250 g);35;40,25
Tangiers 5 (250 g);35;40,25
Tangiers 51 (250 g);35;40,25
Tangiers 57 (250 g);35;40,25
Tangiers 58 (250 g);35;40,25
Tangiers 59 (250 g);35;40,25
Tangiers 6 (250 g);35;40,25
Tangiers 62 (250 g);35;40,25
Tangiers 63 (250 g);35;40,25
Tangiers 69 (250 g);35;40,25
Tangiers 74 (250 g);35;40,25
Tangiers 76 (250 g);35;40,25
Tangiers 77 (250 g);35;40,25
Tangiers 78 (250 g);35;40,25
Tangiers 8 (250 g);35;40,25
Tangiers 87 (250 g);35;40,25
Tangiers 9 (250 g);35;40,25
Tangiers 90 (250 g);35;40,25
Tangiers 91 (250 g);35;40,25
Tangiers 92 (250 g);35;40,25
Tangiers 93 (250 g);35;40,25
Tangiers 94 (250 g);35;40,25
Tangiers 96 (250 g);35;40,25
Tangiers 96a (250 g);35;40,25
Tarifa Shisha Africa Tropical (50 g);3,5;4
Tarifa Shisha Arctic Flow (50 g);3,5;4
Tarifa Shisha Bikini (50 g);3,5;4
Tarifa Shisha Dembow (50 g);3,5;4
Tarifa Shisha Dragon Kahn (50 g);3,5;4
Tarifa Shisha Estampida (50 g);3,5;4
Tarifa Shisha Granny (50 g);3,5;4
Tarifa Shisha Malone (50 g);3,5;4
Tarifa Shisha Pecado (50 g);3,5;4
Tilbury Nº 1 (25 g);2,5;2,9
Tilbury Nº 1 (90 g);8,6;9,9
Tipsy Aqua de Luna (200 g);16,5;19
Tipsy Aqua de Luna (50 g);4,3;4,95
Tipsy Berserk Red (200g);16,5;19
Tipsy Berserk Red (50 g);4,3;4,95
Tipsy Summer Love (200 g);16,5;19
Tipsy Summer Love (50 g);4,3;4,95
Tipsy Viva la Fiesta (200 g);16,5;19
Tipsy Viva la Fiesta (50 g);4,3;4,95
Titanium Dallas (100 g);9,5;10,9
Titanium Dortmund (100 g);9,5;10,9
Titanium Frankfurt (100 g);9,5;10,9
Titanium Stuttgart (100 g);9,5;10,9
Torres Bauhaus (50 g);3,5;4
Torres Belle Epoque (50 g);3,5;4
Torres Guardian of Freedom 1968 (50 g);3,5;4
Torres Pop Art (50 g);3,5;4
Torres Surre (50 g);3,5;4
Torres Toro (50 g);3,5;4
Torres Urban Bull (50 g);3,5;4
Torres Vinci (50 g);3,5;4
Touareg (40 g);2,8;3,2
Touareg (60 g);5;5,75
Trébol (50 g);3,8;4,35
Trébol Tabaco de  Pipa (80 g);7;8,05
Trifecta L'Emont Me (50 g);3,95;4,55
Trifecta Me Lone Melanje (50 g);3,95;4,55
Trifecta Moro Zest (50 g);3,95;4,55
Trifecta Pum King Something (50 g);3,95;4,55
Trifecta Ruby (50 g);3,95;4,55
Trifecta Serendipity (50 g);3,95;4,55
Trifecta Supernova (50 g);3,95;4,55
Trifecta Vertigo (50 g);3,95;4,55
Troost Black Cavendish (50 g);2,7;3,1
Troost Special (50 g);2,7;3,1
Van Dijck Mixture (50 g);2;2,3
Vipo Hookah Tobacco Apocalypse (50 g);3,7;4,25
W.O .Larsen A True Delight (50 g);5,9;6,8
W.O .Larsen Simply Unique (50 g);5,9;6,8
W.O. Larsen 150 Annivers. (100 g);11,6;13,35
W.O. Larsen 1864 (100 g);18,8;21,6
W.O. Larsen Classic (100 g);18,8;21,6
W.O. Larsen Craftsman Edition 2018 (100 g);18;20,7
W.O. Larsen Edición Limitada 2019 (100 g);19;21,85
W.O. Larsen Edición Limitada 2020 (100 g);20;23
W.O. Larsen Edition 2013 (100 g);11,3;13
W.O. Larsen Edition 2014 (100 g);11,6;13,35
W.O. Larsen Edition 2015 (100 g);13;14,95
W.O. Larsen Edition 2016 (100 g);14,95;17,2
W.O. Larsen Edition 2017 (100 g);18;20,7
W.O. Larsen Edition 2018 (100 g);19;21,85
W.O. Larsen Fresh & Elegant (50 g);5,9;6,8
W.O. Larsen M.B.Golden Dream (50 g);5,9;6,8
W.O. Larsen M.B.Mellow Mix (50 g);5,9;6,8
W.O. Larsen M.B.Sweet Arom (50 g);5,9;6,8
W.O. Larsen Mellow & Tasty (50 g);5,9;6,8
W.O. Larsen Old Fashion (100 g);18,8;21,6
W.O. Larsen Signature (100 g);18,8;21,6
Wessex Brown Flake (50 g);23,5;27
Wessex Burley Flake (EX) (50 g);23,5;27
Wessex Director's Choice (50 g);20,8;23,9
Wessex Gold Flake (50 g);21,8;25,05
Wessex Red Flake (50 g);18,8;21,6
Wessex Tradition (50 g);18,5;21,3
WO Larsen Wøl Edition 2023 (100 g);20,15;23,15
WØL Edition 2021 (100 g);20;23
WØL Edition 2022 (100 g);20,1;23,1
WØL Edition 2024 (100 g);20,5;23,6
Wøl Edition 2025 (100 g);24,5;28,2
Ziggy Amazon Breeze (250 g);20,3;23,35
Ziggy Amazon Breeze (50 g);4,25;4,9
Ziggy Beach Crush (250 g);20,3;23,35
Ziggy Beach Crush (50 g);4,25;4,9
Ziggy Brazilian Gold (250 g);20,3;23,35
Ziggy Brazilian Gold (50 g);4,25;4,9
Ziggy Green Hapocalyx (250 g);20,3;23,35
Ziggy Green Hapocalyx (50 g);4,25;4,9
Ziggy Green Hapocalyx (990 g);79,5;91,4
Ziggy Love Diamond (250 g);20,3;23,35
Ziggy Love Diamond (50 g);4,25;4,9
Ziggy Lust Crown (250 g);20,3;23,35
Ziggy Lust Crown (50 g);4,25;4,9
Ziggy Lust Queen (250 g);20,3;23,35
Ziggy Lust Queen (50 g);4,25;4,9
Ziggy Morning Glance (250 g);20,3;23,35
Ziggy Morning Glance (50 g);4,25;4,9
Ziggy Native Lines (250 g);20,3;23,35
Ziggy Native Lines (50 g);4,25;4,9
Ziggy Pool Party (250 g);20,3;23,35
Ziggy Pool Party (50 g);4,25;4,9
Ziggy Purple Starburst (250 g);20,3;23,35
Ziggy Purple Starburst (50 g);4,25;4,9
Ziggy Rainbow Blast (250 g);20,3;23,35
Ziggy Rainbow Blast (50 g);4,25;4,9
Ziggy Red Starburst (250 g);20,3;23,35
Ziggy Red Starburst (50 g);4,25;4,9
Ziggy Rocket Flame (250 g);20,3;23,35
Ziggy Rocket Flame (50 g);4,25;4,9
Ziggy Rubi Shade (250 g);20,3;23,35
Ziggy Rubi Shade (50 g);4,25;4,9
Ziggy Show Dream (250 g);20,3;23,35
Ziggy Show Dream (50 g);4,25;4,9
Ziggy Summer Sunrise (250 g);20,3;23,35
Ziggy Summer Sunrise (50 g);4,25;4,9
Ziggy Summer Sunrise (990 g);79,5;91,4
Ziggy Thrill Hunter (250 g);20,3;23,35
Ziggy Thrill Hunter (50 g);4,25;4,9
Ziggy Tropical (250 g);20,3;23,35
Ziggy Tropical (50 g);4,25;4,9
Ziggy Valentine's Kiss (250 g);20,3;23,35
Ziggy Valentine's Kiss (50 g);4,25;4,9
Ziggy Velvet Petals (250 g);20,3;23,35
Ziggy Velvet Petals (50 g);4,25;4,9
Ziggy Wild Dive (250 g);20,3;23,35
Ziggy Wild Dive (50 g);4,25;4,9
Ziggy Yellow Hype (250 g);20,3;23,35
Ziggy Yellow Hype (50 g);4,25;4,9
Zomo Bana Cin (50 g);3,2;3,7
Zomo Carneiros (200 g);14,85;17,1
Zomo Carneiros (50 g);3,7;4,25
Zomo Copacabana (200 g);14,85;17,1
Zomo Copacabana (50 g);3,7;4,25
Zomo Dragon Wall (50 g);3,2;3,7
Zomo Dry Sahara (50 g);3,2;3,7
Zomo Florianópolis (200 g);14,85;17,1
Zomo Florianópolis (50 g);3,7;4,25
Zomo Genipabu (200 g);14,85;17,1
Zomo Genipabu (50 g);3,7;4,25
Zomo Grumari (200 g);14,85;17,1
Zomo Grumari (50 g);3,7;4,25
Zomo Guarujá (200 g);14,85;17,1
Zomo Guarujá (50 g);3,7;4,25
Zomo Gunga (200 g);14,85;17,1
Zomo Gunga (50 g);3,7;4,25
Zomo Ipamena (200 g);14,85;17,1
Zomo Ipamena (50 g);3,7;4,25
Zomo Jericoacoara (200 g);14,85;17,1
Zomo Jericoacoara (50 g);3,7;4,25
Zomo Ki Lem (50 g);3,2;3,7
Zomo Lim Lemo (50 g);3,2;3,7
Zomo Lopes Mendes (200 g);14,85;17,1
Zomo Lopes Mendes (50 g);3,7;4,25
Zomo Mystery of Bali (50 g);3,2;3,7
Zomo Santa Catarina (200 g);14,85;17,1
Zomo Santa Catarina (50 g);3,7;4,25
Zomo Secret of Babylon (50 g);3,2;3,7
Zomo Spiced Chy (50 g);3,2;3,7
Zomo Splash Tang (50 g);3,2;3,7
Zomo Strong Lim (50 g);3,2;3,7
Zomo Strong MLN (50 g);3,2;3,7
Zomo Strong Mnt (100 g);6,2;7,15
Zomo Strong Orng (100 g);6,2;7,15
Zomo Swiss Alps (50 g);3,2;3,7
Zomo Tropical Amazon (100 g);6,2;7,15
Zomo Ubatuba (200 g);14,85;17,1
Zomo Ubatuba (50 g);3,7;4,25
Zomo Wild Africa (50 g);3,2;3,7
Zomo Wtrmln Mnt (100 g);6,2;7,15
