Marca;Expendeduría Euros/Cajetilla;Con Recargo Euros/Cajetilla
Chronos Tik Tak (200 g);13,8;15,85
Chronos Tik Tak (50 g);3,95;4,55
Chronos Time Out (50 g);3,95;4,55
Chronos Timing (50 g);3,95;4,55
Clan (50 g);6,6;7,6
Clan Aromatic (50 g);3,4;3,9
Clan Blue (50 g);6,8;7,8
Clan Highland Gold (50 g);4,5;5,2
Clan Hollandia (40 g);4,3;4,95
Clan Raw Blend (40 g);3,8;4,35
Clan Vintage ED.LIMITADA (40 g);7;8,05
Cleopatra Molasses Amaretto (250 g);10,5;12,1
Cleopatra Molasses Amaretto (50 g);2,15;2,45
Cleopatra Molasses Apple (250 g);10,5;12,1
Cleopatra Molasses Apple (50 g);2,15;2,45
Cleopatra Molasses Café (250 g);10,5;12,1
Cleopatra Molasses Cherry (250 g);10,5;12,1
Cleopatra Molasses Cherry (50 g);2,15;2,45
Cleopatra Molasses Chocolate (250 g);10,5;12,1
Cleopatra Molasses Chocolate (50 g);2,15;2,45
Cleopatra Molasses Chocolate With Mint (250 g);10,5;12,1
Cleopatra Molasses Chocolate With Mint (50 g);2,15;2,45
Cleopatra Molasses Coconut (250 g);10,5;12,1
Cleopatra Molasses Coconut (50 g);2,15;2,45
Cleopatra Molasses Fruits (250 g);10,5;12,1
Cleopatra Molasses Fruits (50 g);2,15;2,45
Cleopatra Molasses Grapes (250 g);10,5;12,1
Cleopatra Molasses Grapes (50 g);2,15;2,45
Cleopatra Molasses Mango (250 g);10,5;12,1
Cleopatra Molasses Mango (50 g);2,15;2,45
Cleopatra Molasses Mint (250 g);10,5;12,1
Cleopatra Molasses Mint (50 g);2,15;2,45
Cleopatra Molasses Peach (250 g);10,5;12,1
Cleopatra Molasses Peach (50 g);2,15;2,45
Cleopatra Molasses Strawberry (250 g);10,5;12,1
Cleopatra Molasses Strawberry (50 g);2,15;2,45
Cleopatra Molasses Sweet Melon (250 g);10,5;12,1
Cleopatra Molasses Sweet Melon (50 g);2,15;2,45
Cleopatra Molasses Water Melon (250 g);10,5;12,1
Cleopatra Molasses Water Melon (50 g);2,15;2,45
Cleopatra Molasses Watermelon With Mint (250 g);10,5;12,1
Cleopatra Molasses Watermelon With Mint (50 g);2,15;2,45
Colonial Dan Tobacco Balkan Blend (50 g);5,95;6,85
Colonial Dan Tobacco Descubridores Blend;5,95;6,85
Colonial Dan Tobacco Latakia Syrien;6,95;8
Colonial Dan Tobacco Lousiana Perike;6,95;8
Colonial Dan Tobacco Mississippi Blend;5,95;6,85
Colonial Dan Tobacco Perro Verde;4,95;5,7
Colonial Dan Tobacco Toni Pascual Blend;5,95;6,85
Colonial Dan Tobacco Toscana Blend;5,95;6,85
Colonial Dan Tobacco Virginia Mysore;6,95;8
Colts Blue (70 g);5;5,75
Colts Dutch Blend (40 g);3;3,45
Colts Original (70 g);5;5,75
Colts Red (100 g);7;8,05
Colts Red (20 g);1,6;1,85
Colts Yellow (40 g);3;3,45
Comoys Cornish Mixture (50 g);13,95;16,05
Comoys English  Mixture (50 g);13,95;16,05
Comoys Irish Mixture (50 g);13,95;16,05
Comoys Scottish Mixture (50 g);13,95;16,05
Condor (50 g);5,95;6,85
Cornell & Diehl Autumm Evening 2 OZ (56,699 g);19,5;22,4
Cornell & Diehl Bayou Morning 2 OZ (56,699 g);19,5;22,4
Cornell & Diehl Bourbon Bleu 2 OZ (56,699 g);19,5;22,4
Cornell & Diehl Briar Fox 2 OZ (56,699 g);19,5;22,4
Cornell & Diehl Burley Flake #3 2 OZ (56,699 g);19,5;22,4
Cornell & Diehl Chenet's Cake 2 OZ (56,699 g);19,5;22,4
Cornell & Diehl Elegant Emu 2 OZ (56,699 g);19,5;22,4
Cornell & Diehl Epiphany 2 OZ (56,699 g);19,5;22,4
Cornell & Diehl Golden Days Of Yore 2 OZ  (56,699 g);19,5;22,4
Cornell & Diehl Kajun Kake 2 OZ (56,699 g);19,5;22,4
Cornell & Diehl Mississippi Mud 2 OZ (56,699 g);19,5;22,4
Cornell & Diehl Oak Alley 2 OZ (56,699 g);19,5;22,4
Cornell & Diehl Pennington Gap 2 OZ (56,699 g);19,5;22,4
Cornell & Diehl Pirate Kake 2 OZ (56,699 g);19,5;22,4
Cornell & Diehl Purple Cow 2 OZ (56,699 g);19,5;22,4
Cornell & Diehl Sunday Picnic 2 OZ (56,699 g);19,5;22,4
Cuzco Special Mixture (90 g);6,95;8
Dan Tobacco Ascanian No. 1 (50 g);13,8;15,85
Dan Tobacco Bill Bailey's Balkan Blend (50g);17;19,55
Dan Tobacco Bulldog Roper's Roundels (100 g);51,8;59,55
Dan Tobacco Burley 2,5 mm (50 g);12,8;14,7
Dan Tobacco Choo Choo Train (50 g);15;17,25
Dan Tobacco Da Vinci (50 g);17;19,55
Dan Tobacco Devil's Holiday (50 g);15,5;17,8
Dan Tobacco Gordon Pym (50 g);15;17,25
Dan Tobacco Holmer Knudsen's Tobacco (50 g);15,5;17,8
Dan Tobacco Latakia-Cypern (50 g);18,2;20,95
Dan Tobacco Louisiana Perique USA (50 g);18,5;21,3
Dan Tobacco Old Ironsides (50 g);16,3;18,75
Dan Tobacco Orient Spezialität (50 g);13,5;15,5
Dan Tobacco Patriot Flake (50 g);13,8;15,85
Dan Tobacco Rainer Barbi (50 g);14,5;16,7
Dan Tobacco S.V.H. (50 g);16,8;19,3
Dan Tobacco Timm London Blend 1000 (100 g);23;26,45
Dan Tobacco Torben Dansk Blue Note (50 g);16,2;18,65
Dan Tobacco Tordenskjold Virginia Slices (50 g);14,5;16,7
Dan Tobacco Veermaster (50 g);14,2;16,35
Dan Tobacco Virginia  1.6 Zaire (50 g);13,2;15,2
Danish Blend Sweet Cherry (40 g);2,8;3,2
Danish Blend Sweet Rum & Mapl (40 g);2,8;3,2
Danish Blend Sweet Vanilla (40 g);2,8;3,2
Danske Club Black Luxury (50 g);7,2;8,3
Danske Club White Luxury (50 g);2,7;3,1
Dark Smoke Gobos Mont (200 g);14,9;17,15
Dark Smoke Green Paper (50 g);4,95;5,7
Dark Smoke Ice Bon Bon (200 g);14,9;17,15
Dark Smoke Ice Jaune Aigre (200 g);14,9;17,15
Dark Smoke Ice Joicy Mix (200 g);14,9;17,15
Dark Smoke Ice Vert Aigre (200 g);14,9;17,15
Dark Smoke Ice Yellow Melno (200 g);14,9;17,15
Dark Smoke Jaune ET Vert (50 g);4,95;5,7
Dark Smoke Jaune Roux (50 g);4,95;5,7
Dark Smoke Mont (200 g);14,9;17,15
Dark Smoke Red Boom (200 g);14,9;17,15
Dark Smoke Shadow Man (50 g);4,95;5,7
Dark Smoke Solo (50 g);4,95;5,7
Dark Smoke Sweet Ice (50 g);4,95;5,7
Dark Smoke X Trouble (50 g);4,95;5,7
Darkside B Monster Base (30 g);3,85;4,45
Darkside Barvy O Base (30 g);3,85;4,45
Darkside Blackery Base (30 g);3,85;4,45
Darkside Bnpapa Base (30 g);3,85;4,45
Darkside Darkside Hola Base (30 g);3,85;4,45
Darkside Falling Star Base (30 g);3,85;4,45
Darkside Generis Rsp Base (30 g);3,85;4,45
Darkside I Granny Base (30 g);3,85;4,45
Darkside Kalee Grap Base (30 g);3,85;4,45
Darkside Lm Blast Base (30 g);3,85;4,45
Darkside Mg Assi Base (30 g);3,85;4,45
Darkside Skyline Base (30 g);3,85;4,45
Darkside Space Ichi Base (30 g);3,85;4,45
Darkside Supernova Base (30 g);3,85;4,45
Darkside Tear Base (30 g);3,85;4,45
Davidoff 50 LE Pipa Tobacco (100 g);26,5;30,5
Davidoff Argentina Pipe Tobacco (50 g);8,5;9,8
Davidoff Brazil Pipe Tobacco (50 g);8,5;9,8
Davidoff Danish Mixture (50 g);16;18,4
Davidoff English Mixture (50 g);16;18,4
Davidoff Flake Medaillons (50 g);17;19,55
Davidoff Malawi Pipe Tobacco (50 g);8,5;9,8
Davidoff Pipe Tobacco LE 2019 (100 g);28;32,2
Davidoff Pipe Tobacco Year Of The Dragon Le (100 g);37;42,55
Davidoff Pipe Tobacco Year of the OX LE (100 g);28,8;33,1
Davidoff Pipe Tobacco Year of the Rabbit LE (100 g);42;48,3
Davidoff Pipe Tobacco Year of the Tiger LE (100 g);34;39,1
Davidoff Royalty (50 g);17;19,55
Davidoff Scottish Mixture (50g);16;18,4
Del Mar North Blue (20 g);1,7;1,95
Del Mar North Blue (40 g);3;3,45
Del Mar South Red (20 g);1,7;1,95
Del Mar South Red (40 g);3;3,45
Delta Herbal Shisha Bandit (100 g);6,85;7,9
Delta Herbal Shisha Bandit (50 g);3,45;3,95
Delta Herbal Shisha Black Savage (100 g);6,85;7,9
Delta Herbal Shisha Black Savage (50 g);3,45;3,95
Delta Herbal Shisha Blue Green (100 g);6,85;7,9
Delta Herbal Shisha Blue Green (50 g);3,45;3,95
Delta Herbal Shisha Boom Pink (100 g);6,85;7,9
Delta Herbal Shisha Boom Pink (50 g);3,45;3,95
Delta Herbal Shisha Cuban Drink (100 g);6,85;7,9
Delta Herbal Shisha Cuban Drink (50 g);3,45;3,95
Delta Herbal Shisha Everest (100 g);6,85;7,9
Delta Herbal Shisha Everest (50 g);3,45;3,95
Delta Herbal Shisha Exotic (100 g);6,85;7,9
Delta Herbal Shisha Exotic (50 g);3,45;3,95
Delta Herbal Shisha Exotic Bandit (100 g);6,85;7,9
Delta Herbal Shisha Exotic Bandit (50 g);3,45;3,95
Delta Herbal Shisha Florida Party (100 g);6,85;7,9
Delta Herbal Shisha Florida Party (50 g);3,45;3,95
Delta Herbal Shisha Fresh Green (100 g);6,85;7,9
Delta Herbal Shisha Fresh Green (50 g);3,45;3,95
Delta Herbal Shisha Fresh Green Sorbet (100 g);6,85;7,9
Delta Herbal Shisha Fresh Green Sorbet (50 g);3,45;3,95
Delta Herbal Shisha Green Bird (100 g);6,85;7,9
Delta Herbal Shisha Green Bird (50 g);3,45;3,95
Delta Herbal Shisha Green Everest (100 g);6,85;7,9
Delta Herbal Shisha Green Everest (50 g);3,45;3,95
Delta Herbal Shisha Green Pearl (100 g);6,85;7,9
Delta Herbal Shisha Green Pearl (50 g);3,45;3,95
Delta Herbal Shisha Mix of Colors (100 g);6,85;7,9
Delta Herbal Shisha Mix of Colors (50 g);3,45;3,95
Delta Herbal Shisha Pacific (100 g);6,85;7,9
Delta Herbal Shisha Pacific (50 g);3,45;3,95
Delta Herbal Shisha Pink Fruit (100 g);6,85;7,9
Delta Herbal Shisha Pink Fruit (50 g);3,45;3,95
Delta Herbal Shisha Red Circle (100 g);6,85;7,9
Delta Herbal Shisha Red Circle (50 g);3,45;3,95
Delta Herbal Shisha Red Forest (100 g);6,85;7,9
Delta Herbal Shisha Red Forest (50 g);3,45;3,95
Delta Herbal Shisha Red Water (100 g);6,85;7,9
Delta Herbal Shisha Red Water (50 g);3,45;3,95
Delta Herbal Shisha Soft Bandit (100 g);6,85;7,9
Delta Herbal Shisha Soft Bandit (50 g);3,45;3,95
Delta Herbal Shisha Sweet Water (100 g);6,85;7,9
Delta Herbal Shisha Sweet Water (50 g);3,45;3,95
Delta Herbal Shisha Tentation Red Green (100 g);6,85;7,9
Delta Herbal Shisha Tentation Red Green (50 g);3,45;3,95
Delta Herbal Shisha Triple Temptation (100 g);6,85;7,9
Delta Herbal Shisha Triple Temptation (50 g);3,45;3,95
Delta Herbal Shisha Wild Blue (100 g);6,85;7,9
Delta Herbal Shisha Wild Blue (50 g);3,45;3,95
Delta Herbal Shisha Yellow Pearl (100 g);6,85;7,9
Delta Herbal Shisha Yellow Pearl (50 g);3,45;3,95
DJ Pipe Tobacco (40 g);2,1;2,4
Dozaj 90+ (50 g);3,8;4,35
Dozaj Amnesia (50 g);3,8;4,35
Dozaj Black ¡Joe Que Frio! (200 g);15,95;18,35
Dozaj Black ¡Joe Que Frio! (50 g);4,3;4,95
Dozaj Black Blast (50 g);4,3;4,95
Dozaj Black Booster (50 g);4,3;4,95
Dozaj Black Chester (50 g);4,3;4,95
Dozaj Black Cia (200 g);15,95;18,35
Dozaj Black Cia (50 g);4,3;4,95
Dozaj Black Code (200 g);15,95;18,35
Dozaj Black Code (50 g);4,3;4,95
Dozaj Black Double Manza (50 g);4,3;4,95
Dozaj Black Explosion (200 g);15,95;18,35
Dozaj Black Explosion (50 g);4,3;4,95
Dozaj Black Infiniti (50 g);4,3;4,95
Dozaj Black Max (200 g);15,95;18,35
Dozaj Black Max (50 g);4,3;4,95
Dozaj Black Paradox (50 g);4,3;4,95
Dozaj Black Prime (200 g);15,95;18,35
Dozaj Black Prime (50 g);4,3;4,95
Dozaj Black R-Gasm (200 g);15,95;18,35
Dozaj Black R-Gasm (50 g);4,3;4,95
Dozaj Black S.O.S. (50 g);4,3;4,95
Dozaj Black Star (50 g);4,3;4,95
Dozaj Black Suka (200g);15,95;18,35
Dozaj Black Suka (50 g);4,3;4,95
Dozaj Black Terry Miss You (50 g);4,3;4,95
Dozaj Black Vampiro (50 g);4,3;4,95
Dozaj Blade (50 g);3,8;4,35
Dozaj Buf (50 g);3,8;4,35
Dozaj Bumbum (200g);13,5;15,5
Dozaj Bumbum (50 g);3,8;4,35
Dozaj Bumbum (950 g);57,95;66,65
Dozaj Carnival (200 g);13,5;15,5
Dozaj Carnival (50 g);3,8;4,35
Dozaj Carnival (950 g);57,95;66,65
Dozaj Casablanca (200 g);13,5;15,5
Dozaj Casablanca (50 g);3,8;4,35
Dozaj Chef (50 g);3,8;4,35
Dozaj Cuba Dream (50 g);3,8;4,35
Dozaj Dead Sea (200 g);13,5;15,5
Dozaj Dead Sea (50 g);3,8;4,35
Dozaj Eternal (200 g);13,5;15,5
Dozaj Eternal (50 g);3,8;4,35
Dozaj Euphoria (200 g);13,5;15,5
Dozaj Euphoria (50 g);3,8;4,35
Dozaj Euphoria (950 g);57,95;66,65
Dozaj Excalibur (50 g);3,8;4,35
Dozaj Filomena (200 g);13,5;15,5
Dozaj Filomena (50 g);3,8;4,35
Dozaj Huracan (200 g);13,5;15,5
Dozaj Huracan (50 g);3,8;4,35
Dozaj Huracan (950 g);57,95;66,65
Dozaj Invisible (200 g);13,5;15,5
Dozaj Invisible (50 g);3,8;4,35
Dozaj Jelly Bear (50 g);3,3;3,8
Dozaj Krasava (50 g);3,8;4,35
Dozaj Lambada (200 g);13,5;15,5
Dozaj Lambada (50 g);3,8;4,35
Dozaj Land of Fire (50 g);3,3;3,8
Dozaj Lava (50 g);3,8;4,35
Dozaj Marshall (50 g);3,8;4,35
Dozaj Mito (200 g);13,5;15,5
Dozaj Mito (50 g);3,8;4,35
Dozaj Orko (50 g);3,8;4,35
Dozaj R.I.P. Nairobi (200 g);13,5;15,5
Dozaj R.I.P. Nairobi (50 g);3,8;4,35
Dozaj Rio Lady (50 g);3,8;4,35
Dozaj Royal Style (200 g);13,5;15,5
Dozaj Royal Style (50 g);3,8;4,35
Dozaj Sweet Night (50 g);3,8;4,35
Dozaj Timeless (50 g);3,8;4,35
Dozaj Tokyo (200 g);13,5;15,5
Dozaj Tokyo (50 g);3,8;4,35
Dozaj Tokyo (950 g);57,95;66,65
Dozaj Touch (50 g);3,8;4,35
Dozaj Uff (200g);13,5;15,5
Dozaj Uff (50 g);3,8;4,35
Dozaj Uff (950 g);57,95;66,65
Dozaj Utopia (50 g);3,8;4,35
Dozaj Vip 44 (50 g);3,8;4,35
Drugoy Smoke B Chill (50 g);3,95;4,55
Drugoy Smoke Bigway (50 g);3,95;4,55
Drugoy Smoke Blue Mix (50 g);3,95;4,55
Drugoy Smoke B-Nuts (50 g);3,95;4,55
Drugoy Smoke Exolove (50 g);3,95;4,55
Drugoy Smoke Fundango (50 g);3,95;4,55
Drugoy Smoke Icy Kiss (50 g);3,95;4,55
Drugoy Smoke Kiss With Love (50 g);3,95;4,55
Drugoy Smoke Pink Mix (50 g);3,95;4,55
Drugoy Smoke Red Party (50 g);3,95;4,55
Drugoy Smoke Sub Zero (50 g);3,95;4,55
Drugoy Smoke XY Beach (50 g);3,95;4,55
Drugoy Smoke Yellow Mix (50 g);3,95;4,55
Drugoy Smoke Zitricola (50 g);3,95;4,55
Dschinni Blacky (200 g);14,8;17
Dschinni Blacky (50 g);3,95;4,55
Dschinni Blue (200 g);14,8;17
Dschinni Blue (50 g);3,95;4,55
Dschinni Blue Sky (200 g);14,8;17
Dschinni Blue Sky (50 g);3,95;4,55
Dschinni Da Bomb (200 g);14,8;17
Dschinni Da Bomb (50 g);3,95;4,55
Dschinni Green Red (200 g);14,8;17
Dschinni Green Red (50 g);3,95;4,55
Dschinni Persian (200 g);14,8;17
Dschinni Persian (50 g);3,95;4,55
Dschinni Yellow (200 g);14,8;17
Dschinni Yellow (50 g);3,95;4,55
Duende Special Mixture (100 g);6,95;8
Duft Brown (100 g);12;13,8
Duft Cash U (100 g);12;13,8
Duft Cheeca (100 g);12;13,8
Duft Cinnabun (100 g);12;13,8
Duft Co Cot (100 g);12;13,8
Duft Colazer (100 g);12;13,8
Duft Cucu Limo (100 g);12;13,8
Duft Extragen (100 g);12;13,8
Duft Honness (100 g);12;13,8
Duft Jin Gr Kuki (100 g);12;13,8
Duft Kshmr (100 g);12;13,8
Duft Lenwaff (100 g);12;13,8
Duft Lim Quer (100 g);12;13,8
Duft Pan Masala (100 g);12;13,8
Duft Panapp (100 g);12;13,8
Duft Peace (100 g);12;13,8
Duft Pearls (100 g);12;13,8
Duft Phazel H.T (100 g);12;13,8
Duft Red One (100 g);12;13,8
Duft Root Bear (100 g);12;13,8
Duft Scoth Sky (100 g);12;13,8
Duft T.L'Te (100 g);12;13,8
Duft T.Missu (100 g);12;13,8
Duft Yelow Ban (100 g);12;13,8
Dumanji Adam & Eve (1000 g);58;66,7
Dumanji Adam & Eve (200 g);12;13,8
Dumanji Adam & Eve (50 g);3,5;4
Dumanji Adam P (200 g);12;13,8
Dumanji Adam P (50 g);3,5;4
Dumanji Bahamas (200 g);12;13,8
Dumanji Bahamas (50 g);3,5;4
Dumanji Blue Mix (200 g);12;13,8
Dumanji Blue Mix (50 g);3,5;4
Dumanji Cane Na3ne (200 g);12;13,8
Dumanji Cane Na3ne (50 g);3,5;4
Dumanji Cool-Cheeto (200 g);12;13,8
Dumanji Cool-Cheeto (50 g);3,5;4
Dumanji El-Cheeto (200 g);12;13,8
Dumanji El-Cheeto (50 g);3,5;4
Dumanji Eve Ice (200 g);12;13,8
Dumanji Eve Ice (50 g);3,5;4
Dumanji French Riviera (1000 g);58;66,7
Dumanji French Riviera (200 g);12;13,8
Dumanji French Riviera (50 g);3,5;4
Dumanji Galactic (200 g);12;13,8
Dumanji Galactic (200g);12;13,8
Dumanji Galactic (50 g);3,5;4
Dumanji Hawai-5 (50 g);3,5;4
Dumanji Heaven (1000g);58;66,7
Dumanji Heaven (200 g);12;13,8
Dumanji Heaven (50 g);3,5;4
Dumanji Kush (200 g);12;13,8
Dumanji Kush (50 g);3,5;4
Dumanji Kush Asia (200 g);12;13,8
Dumanji Kush Asia (50 g);3,5;4
Dumanji Kush Na3ne (200 g);12;13,8
Dumanji Kush Na3ne (50 g);3,5;4
Dumanji Le Blue (200 g);12;13,8
Dumanji Le Blue (50 g);3,5;4
Dumanji Lover (200 g);12;13,8
Dumanji Lover (50 g);3,5;4
Dumanji Meridian (200 g);12;13,8
Dumanji Meridian (50 g);3,5;4
Dumanji Na3ne (1000 g);58;66,7
Dumanji Na3ne (200 g);12;13,8
Dumanji Na3ne (50 g);3,5;4
Dumanji Na3ne Blueb (200g);12;13,8
Dumanji Na3ne Blueb (50g);3,5;4
Dumanji Obscure (200 g);12;13,8
Dumanji Obscure (50 g);3,5;4
Dumanji Papaoutai (200 g);12;13,8
Dumanji Papaoutai (50 g);3,5;4
Dumanji Pink Kiss (200 g);12;13,8
Dumanji Pink Kiss (50 g);3,5;4
Dumanji Sun Beach (200 g);12;13,8
Dumanji Sun Beach (50 g);3,5;4
Dumanji Touty Red (200 g);12;13,8
Dumanji Touty Red (50 g);3,5;4
Dumanji Tsunami (1000 g);58;66,7
Dumanji Tsunami (200 g);12;13,8
Dumanji Tsunami (50 g);3,5;4
Dumanji Vin-Cheeto (200 g);12;13,8
Dumanji Vin-Cheeto (50 g);3,5;4
Dumanji Winter Night (200 g);12;13,8
Dumanji Winter Night (50 g);3,5;4
Dunhill Aperitif (50 g);9,95;11,45
Dunhill Dark Flake (50 g);11,95;13,75
Dunhill De Luxe Navy Rolls (50 g);11,95;13,75
Dunhill Durbar (50 g);9,95;11,45
Dunhill Early Morning Pipe (50 g);9,95;11,45
Dunhill Elizabethan Mixture (50 g);9,95;11,45
Dunhill Flake (50 g);11,95;13,75
Dunhill London Mixture (50 g);9,95;11,45
Dunhill My Mixture 221B Baker Street (50 g);9,95;11,45
Dunhill My Mixture 965 (50 g);9,95;11,45
Dunhill Nightcap (50 g);9,95;11,45
Dunhill Ready Rubbed (50 g);9,95;11,45
Dunhill Royal Yacht (50 g);9,95;11,45
Dunhill Standard Mixture (50 g);9,95;11,45
Dunhill Three Year Matured Virginia (50 g);9,95;11,45
Dunhill Ye Old Signe (50 g);9,95;11,45
Eastenders Original Blend (100 g);6,7;7,7
Eastenders Original Blend (20 g);1,5;1,7
Eastenders Original Blend (30 g);2;2,3
Eastwood Original Blend (100 g);6,7;7,7
Eastwood Original Blend (20 g);1,5;1,7
Eastwood Original Blend (200 g);12,95;14,9
Eastwood Original Blend (30 g);2;2,3
Eastwood Original Blend (40 g);3;3,45
Eastwood Original Blend (999 g);59;67,85
Eastwood Virginia Blend (100 g);6,7;7,7
Eastwood Virginia Blend (20 g);1,5;1,7
Eastwood Virginia Tobacco (20 g);1,5;1,7
El Bruc Pic. Pipa Lata (70 g);5;5,75
El Burladero (85 g);5,95;6,85
El Puerto (85 g);6,9;7,95
Element Amazon (40 g);4,1;4,7
Element Amur (40 g);4,1;4,7
Element Bise (40 g);4,1;4,7
Element Bora (40 g);4,1;4,7
Element Brickfielder (40 g);4,1;4,7
Element Buran (40 g);4,1;4,7
Element Chinook (40 g);4,1;4,7
Element Colorado (40 g);4,1;4,7
Element Columbia (40 g);4,1;4,7
Element Congo (40 g);4,1;4,7
Element Euprates (40 g);4,1;4,7
Element Fohn Wind (40 g);4,1;4,7
Element Ganges (40 g);4,1;4,7
Element Gibli (40 g);4,1;4,7
Element Khamseen (40 g);4,1;4,7
Element Lena (40 g);4,1;4,7
Element Mekong (40 g);4,1;4,7
Element Mississippi (40 g);4,1;4,7
Element Mistral (40 g);4,1;4,7
Element Moazagoatl (40 g);4,1;4,7
Element Niagara (40 g);4,1;4,7
Element Nile (40 g);4,1;4,7
Element Okavango (40 g);4,1;4,7
Element Orinoco (40 g);4,1;4,7
Element Rio Grande (40 g);4,1;4,7
Element Samoon (40 g);4,1;4,7
Element Sirocco (40 g);4,1;4,7
Element Southerly Buster (40 g);4,1;4,7
Element Tennessee (40 g);4,1;4,7
Element Tigris (40 g);4,1;4,7
Element Volga (40 g);4,1;4,7
Element Volta (40 g);4,1;4,7
Element Xlokk (40 g);4,1;4,7
Element Yangtze (40 g);4,1;4,7
Element Zonda (40 g);4,1;4,7
Elixyr Maxx Pipe (140 g);9,8;11,25
Elixyr Maxx Pipe (20 g);1,4;1,6
Erasmus  Amsterdam (50 g);3;3,45
Erasmus  Athenas (50 g);3;3,45
Erasmus  Berlin (50 g);3;3,45
Erasmus  Bruselas (50 g);3;3,45
Erasmus  Helsinki (50 g);3;3,45
Erasmus  London (50 g);3;3,45
Erasmus  Paris (50 g);3;3,45
Erasmus  Roma (50 g);3;3,45
Erasmus Amsterdam (200 g);11,5;13,2
Erasmus Chunky Monkey (50 g);2,95;3,4
Erasmus Engagement (50 g);3,1;3,55
Erasmus Hashtag (50 g);3,1;3,55
Erasmus Hootsuite (180 g);9,95;11,45
Erasmus Hootsuite (50 g);2,95;3,4
Erasmus Hootsuite (750 g);39,95;45,95
Erasmus Inbound (50 g);3,1;3,55
Erasmus Influencer (50 g);3,1;3,55
Erasmus Klout (50 g);3,1;3,55
Erasmus London (180 g);9,95;11,45
Erasmus London (200 g);11,5;13,2
Erasmus London (750 g);39,95;45,95
Erasmus Millennial (50 g);3,1;3,55
Erasmus Pearchill (50 g);2,95;3,4
Erasmus Photobomb (50 g);3,1;3,55
Erasmus Roma (180 g);9,95;11,45
Erasmus Roma (200 g);11,5;13,2
Erasmus Roma (750 g);39,95;45,95
Erasmus Timeline (50 g);3,1;3,55
Erinmore Flake Lata (50 g);9,95;11,45
Erinmore Mixture Lata (50 g);9;10,35
Ernest (100 g);6,9;7,95
Eternal Smoke Danish Goodies (50 g);2,95;3,4
Eternal Smoke Delightful Kiss (50 g);2,95;3,4
Eternal Smoke Lush Lit (50 g);2,95;3,4
Eternal Smoke Passion Lit (50 g);2,95;3,4
Eternal Smoke Red Lips (50 g);2,95;3,4
Eternal Smoke Wild Lit (50 g);2,95;3,4
Exclusiv Mixture No. 2 (50 g);4,7;5,4
Exclusiv Mixture No. 6 (50 g);4,7;5,4
Flame Flamingo (75 g);5,9;6,8
Flame Hawaii Cool (75 g);5,9;6,8
Flame Jericho (75 g);5,9;6,8
Flame Red Jumbo Bear (75 g);5,9;6,8
Flame Romeo Dream (75 g);5,9;6,8
Flame Spicy Chai (75 g);5,9;6,8
Flame Star Mix (75 g);5,9;6,8
Flame Summer Sky (75 g);5,9;6,8
Flame Tropicana Cool (75 g);5,9;6,8
Flame Vegas Love (75 g);5,9;6,8
Forever Gold Black (100 g);9,5;10,9
Forever Gold Black (200 g);15,8;18,15
Forever Gold Black (50 g);4,2;4,85
Forever Gold Black After (200 g);17;19,55
Forever Gold Black American Gangster (200 g);17;19,55
Forever Gold Black Little Ghost (200 g);17;19,55
Forever Gold Black Pinkman (200 g);17;19,55
Forever Gold Border (200 g);15,8;18,15
Forever Gold Border (50 g);4,2;4,85
Forever Gold Border Edición Limitada (50 g);4,2;4,85
Forever Gold Crazy Izu (200 g);15,8;18,15
Forever Gold Crazy Izu (50 g);4,2;4,85
Forever Gold Dark Blue (100 g);9,5;10,9
Forever Gold Dark Blue (200 g);15,8;18,15
Forever Gold Dark Blue (50 g);4,2;4,85
Forever Gold Drácula (100 g);9,5;10,9
Forever Gold Drácula (200 g);15,8;18,15
Forever Gold Drácula (50 g);4,2;4,85
Forever Gold Dragon Daddy (200 g);15,8;18,15
Forever Gold Dragon Daddy (50 g);4,2;4,85
Forever Gold Escape Room (200 g);15,8;18,15
Forever Gold Escape Room (50 g);4,2;4,85
Forever Gold Fantasy (100 g);9,5;10,9
Forever Gold Fantasy (200 g);15,8;18,15
Forever Gold Fantasy (50 g);4,2;4,85
Forever Gold Faruk & Farik (200 g);15,8;18,15
Forever Gold Faruk&Farik (50 g);4,2;4,85
Forever Gold Flowers (100 g);9,5;10,9
Forever Gold Flowers (200 g);15,8;18,15
Forever Gold Flowers (50 g);4,2;4,85
Forever Gold Freak (200 g);15,8;18,15
Forever Gold Freak (50 g);4,2;4,85
Forever Gold Galben (100 g);9,5;10,9
Forever Gold Galben (200 g);15,8;18,15
Forever Gold Galben (50 g);4,2;4,85
Forever Gold Go with The Flow (100 g);9,5;10,9
Forever Gold Go with The Flow (200 g);15,8;18,15
Forever Gold Go with The Flow (50 g);4,2;4,85
Forever Gold Green (100 g);9,5;10,9
Forever Gold Green (200 g);15,8;18,15
Forever Gold Green (50 g);4,2;4,85
Forever Gold Heaven (200 g);15,8;18,15
Forever Gold Heaven (50 g);4,2;4,85
Forever Gold Hurricane (100 g);9,5;10,9
Forever Gold Hurricane (200 g);15,8;18,15
Forever Gold Hurricane (50 g);4,2;4,85
Forever Gold Island (200 g);15,8;18,15
Forever Gold Island (50 g);4,2;4,85
Forever Gold Kekoko (200 g);15,8;18,15
Forever Gold Kekoko (50 g);4,2;4,85
Forever Gold Monkey (200 g);15,8;18,15
